STRING,LEN,FREQ,Orth,Orth_F,N1_F,N1_C,N2_F,N2_C,N3_F,N3_C,UN1_F,UN1_C,UN2_F,UN2_C,UN3_F,UN3_C,bad,frequencyBin,Pseudohomophone,category,ELP_FreqHAL,ELP_OrthN,ELP_PhonoN,ELP_MeanOrthNFreq,ELP_Concreteness,ELP_EmotionalValence,ELP_EmotionalArousal,ELP_MeanBigramCount,ELP_NPhonemes,ELP_NSyllables,ELP_PartOfSpeech,ELP_MeanRT,ELP_MeanAcc,ELPMeanAcc
mubar,5,0,0,0,4932.3,255.6,181.81,18.5,5.04,1,182321.57,25012.6,11101.91,1875.5,193.39,92.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
mundy,5,0,1,10.59,3811.03,337.8,367.16,36.5,24.33,3,150700.72,20473,16156.2,1511.5,1689.08,248.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
nabld,5,0,0,0,7483.87,331.6,1778.57,18.75,76.07,2,214250.86,28379.4,8749.17,1572.75,1121.16,289.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
natin,5,0,2,20.38,5968.73,302.4,923.86,33,33.49,3,330566.23,41255,41126.67,7693.75,5014.94,1760.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
neald,5,0,1,0.83,9676.51,368.4,3077.98,42,30.28,5,305247.4,38955.4,22776.86,3098.75,982.72,113,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
neang,5,0,0,0,7547.15,309,2565.15,54.75,150.66,5.33,312103.28,39966,37252.79,5181,1445.85,237,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
neids,5,0,1,163.55,8771.22,554.6,969.2,39.25,6.74,2.67,308714,44561.2,11090.12,1783.75,123.82,36.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
nises,5,0,4,7.15,9216.53,654,1184.62,106.25,106,9,328176.8,50498.8,26913.87,5663.25,1487.56,509.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
noole,5,0,2,9.16,12942.84,417.8,880.57,42.5,154.21,3.67,324859.17,39667.2,16226.74,2623,714.86,146.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
nouff,5,0,0,0,6461.93,243,2257.44,29.5,24.93,2.67,183483.54,21283.4,15847.12,1386.5,439.63,126.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
nycal,5,0,0,0,2689.2,145.8,403.21,17.75,84.4,1.33,206985.15,28363.2,12769.87,2147.5,1136.31,312.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
ocald,5,0,1,0.48,7976.24,272.6,1858.48,17.25,25.96,2,231599.57,29670.8,15636.69,2451.75,1296.7,369,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
occks,5,0,0,0,4046.23,403,347.96,45,72.42,14,170253.53,26903.4,3507.34,952.75,323.56,122.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
ocout,5,0,1,3.33,6017.97,195,1349.55,15.25,800.44,4,254596.92,29191.2,20980.81,2497.25,3868.08,294.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
ofted,5,0,2,234.7,8129.85,323.4,2092.89,80,760.24,7.33,299569.54,32811.4,27469.64,3859.25,3001.49,533.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
ofter,5,0,5,358.91,7976.39,303,3230.66,65.75,1463.38,7.67,314866.97,36446.8,33820.12,4797,4199.57,764.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
oftir,5,0,0,0,5596.16,158.4,1457.99,6.5,156.55,0.67,271694.93,33430,19755.56,2569.5,364.31,52,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
oftit,5,0,0,0,5697.08,167.2,785.59,11.75,156.47,0.33,301552.63,33202.6,26665.35,3116.25,513.05,106.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
oling,5,0,4,3.72,7451.22,240.4,2294.35,43.25,954.54,11,233864.62,33326.6,36603.2,6973.25,11465.29,2843.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
orere,5,0,0,0,11050.41,325.8,2967.63,37.5,1422.21,0.67,370299.65,47795.6,54429.01,7383.25,5885.6,474.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
orind,5,0,1,5.77,9603.76,323,1991.22,52,134.18,4.67,264916.58,36226.6,45790.09,6255.75,2880.22,664.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
oroia,5,0,0,0,5763.47,248.8,578.79,28.75,1.25,0.67,315271.64,39251.2,17159.85,2564.75,68.61,61,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
otair,5,0,1,2.62,7623.34,245.6,1775.84,16.5,42.72,2,329084.14,40233.2,13569.82,1876,1258.25,197,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
otang,5,0,0,0,6779.98,222.2,1977.2,32,48.72,2.33,293565.28,33800,32785.96,4595.75,1680.95,334.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
oteil,5,0,0,0,6943.18,189,1396.81,11.5,15.59,0.33,342413.22,42549.2,17320.65,3028.5,450.64,84,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
othed,5,0,1,1596.96,8157.1,306,1914.49,64,1066.52,1.33,329543.56,33717.4,74730.67,3419.25,30772.83,378.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
othes,5,0,1,1596.96,8534.53,540,2120.36,86.5,1069.42,1.67,349006.36,39655,73813.56,4560.25,30919.98,433,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
oting,5,0,2,3.12,7492.79,201.4,2823.51,34,929.77,8.33,278294.42,35101.4,40872.81,7690,11801.96,3028.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
otoce,5,0,0,0,9378.46,266.4,1202.81,20,21.3,0.33,335273.17,38189.8,19286.32,1833.75,284.04,95.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
otoly,5,0,0,0,7446.57,284.4,961.13,27.75,3.75,0.67,257645.68,28652,20429.81,2367.25,335.96,89.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
otrds,5,0,0,0,6550.07,458.8,941.12,31.5,150.48,5,277670.8,36589,9486.48,1623.25,403.66,90,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
pappt,5,0,1,0.24,5593.71,345.2,439.34,33,104.63,3.67,201939.54,25757.2,5550.67,1176.75,953.31,141.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
parge,5,0,6,62.89,8608.66,447,1075.33,61.75,448.89,10.67,261711.25,35527.2,14282.32,2285.5,2105.31,259.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
parth,5,0,4,159.4,6813.48,414.2,1469.59,61.75,573.09,11.33,268029.88,29617.6,44716.14,2556,2939.64,378.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
phown,5,0,1,84,8447.35,244,998.04,25.5,265.73,5.67,205088.96,21153,9885.3,1069.25,2043.97,164.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
piden,5,0,1,4.28,8104.39,424.6,1031.22,41.75,53.09,6.67,271683.9,37632.6,20281.14,3324,2332.83,322.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
pikee,5,0,2,0.18,10702.48,481.4,641.21,32,45.19,5,291542.21,39328.4,8226.33,1198.25,1038.07,57.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
pilld,5,0,2,14.69,8133.27,365.2,1953.37,49.25,87.45,7.33,178098.81,28899,12884.01,1934.25,1854.59,230,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
pinds,5,0,12,14.71,6805.48,580.4,937.04,66,258.46,14.67,220172.03,35111.8,33544.19,4557,2295.49,404,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
plack,5,0,7,129.18,6288.29,300.6,1378.89,50.5,744.29,12,155634.35,23032.8,10540.73,2225.5,2516.64,419.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
plags,5,0,6,20.32,7275.88,576.8,822.98,45.25,302.56,9,195627.28,31004.2,7766.82,1665.75,1120.11,196.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
plald,5,0,1,2.92,9116.39,371.6,2532.89,41.25,295.58,5.67,193369.68,27597.6,16340.91,2536.75,1022.96,158.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
plang,5,0,6,32.5,6987.03,312.2,2020.06,54,374.15,11.67,200225.56,28608.2,30816.84,4619,2450.76,453.33,NaN,0,NaN,pseudo,NaN,6,NaN,2549.5,NaN,NaN,NaN,NaN,NaN,NaN,,707.633,NaN,0.882
plars,5,0,3,37.88,8957.5,597,1750.69,63,674.53,13.67,227404.57,35537.4,17210.33,3256.5,2209.36,343.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
ploir,5,0,0,0,7717.86,308.8,1401.78,30.5,5.12,2,224013.54,33327.2,8890.33,1418,230.87,68.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
plons,5,0,7,10.92,8897.19,582,1187.19,59.25,185.62,6.67,224437.36,33729.4,20164.93,3537.5,2764.29,640,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
plout,5,0,2,1.16,7158.11,294,1923.09,36.5,828.81,6.67,216367.03,27118,19919.95,2127.5,2761.69,289,NaN,0,NaN,pseudo,NaN,1,NaN,1215.75,NaN,NaN,NaN,NaN,NaN,NaN,,846.536,NaN,0.824
plove,5,0,4,17.54,8265.1,331.2,973.6,40.5,138.2,5.67,226831.97,29599.2,14072.48,1877.25,2146.28,291.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
porge,5,0,3,5.31,10471.52,434.6,1153.49,50.25,150.68,6.67,249980.38,33813,15569.03,2121.25,1358.38,193.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
porle,5,0,0,0,12689.46,463.4,1597.07,46.5,254.31,1.67,267185.58,36344,19344.08,2991.25,948.91,136.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
pouel,5,0,0,0,11303.52,495,2468.92,45.75,25.4,2.67,242186.58,32168.4,17940.24,2164.5,203.74,48.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
poule,5,0,1,0.36,13101.1,436.8,4021.64,47.5,1631.23,4.33,242186.58,32168.4,22472.57,3124.75,2261.4,96.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
prace,5,0,6,130.05,10205.33,403.2,1390.48,55.75,314.54,7.67,268236.4,36714.4,14956.36,3046.5,1476.37,284.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
prins,5,0,7,6.1,10229.81,608,1883.88,77.25,255.78,15,235469.45,38747.2,30728.35,5994.5,2647.39,644.33,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
prith,5,0,0,0,7827.24,344.6,1302.25,52.5,160.33,7.33,252759.01,30919,48995.58,3248.75,4335.39,294.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
prout,5,0,2,36.41,7665.41,314,1907.8,42.75,980.6,10.33,230939.13,29120.2,22809.48,2656.5,5434.5,594.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
puins,5,0,3,8.98,9378.02,610.2,1613.28,61,55.19,8,210470.46,34571.6,24583.56,4497,981.61,219.67,NaN,0,NaN,pseudo,NaN,2,NaN,2395.75,NaN,NaN,NaN,NaN,NaN,NaN,,747.812,NaN,0.914
quich,5,0,1,69.49,6742.41,251.4,2544.98,40.25,1360.52,6,157737.17,20598.2,10789.32,2055.25,1878.32,156,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
quler,5,0,2,8.54,7315.54,394.6,2224.88,81.25,38.15,5,211228.37,30351.2,27046.46,4880.75,306.59,194.67,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
qunch,5,0,5,21.55,4459.42,233.2,1548.28,45,89.72,7.33,153995.61,18698.2,11485.23,2128.75,565.97,215,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
qusin,5,0,1,0.06,3677.56,208.6,695.41,29.25,48.74,1.67,195557.45,31545,28811.5,4821.25,1238.28,231,NaN,0,NaN,pseudo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN
raste,5,0,6,23.49,7945.45,420,835.17,47.25,109.49,7.67,360376.34,46761.6,29120.56,5475,2475.32,603,NaN,0,NaN,pseudo,NaN,6,NaN,3130.5,NaN,NaN,NaN,NaN,NaN,NaN,,728.04,NaN,0.781
